workout_id;exercise_number;exercise_name;equipment;reps_goal;set_number;weigth;quantity;measure;comments
202407251607;5;Shoulder Press;Machine;8 reps;3;25;10;reps;[]
202407251607;6;Pseudo Planche Lean iso;Bodyweight;;1;;20;secs;[]
202407251607;6;Pseudo Planche Lean iso;Bodyweight;;2;;13;secs;[]
202407251607;6;Pseudo Planche Lean iso;Bodyweight;;3;;13;secs;[]
202407221855;1;Pull-Ups with Close Neutral Grip;Bodyweight;8 reps;1;+0;10;reps;[]
202407221855;1;Pull-Ups with Close Neutral Grip;Bodyweight;8 reps;2;+0;8;reps;[]
202407221855;1;Pull-Ups with Close Neutral Grip;Bodyweight;8 reps;3;+0;5;reps;[]
202407221855;2;Inverted Rows on Smith Machine;Bodyweight;8 reps;1;+0;10;reps;"""Altura 3, pé apoiado na plataforma"""
202407221855;2;Inverted Rows on Smith Machine;Bodyweight;8 reps;2;+0;8;reps;"""Altura 3, pé apoiado na plataforma"""
202407221855;2;Inverted Rows on Smith Machine;Bodyweight;8 reps;3;+0;7;reps;"""Altura 3, pé apoiado na plataforma"""
202407221855;3;Pullovers;Cable;8 reps;1;47;10;reps;[]
202407221855;3;Pullovers;Cable;8 reps;2;47;10;reps;[]
202407221855;3;Pullovers;Cable;8 reps;3;47;12;reps;[]
202407221855;4;Rows with Close Grip;Cable;8 reps;1;52;10;reps;[]
202407221855;4;Rows with Close Grip;Cable;8 reps;2;52;10;reps;[]
202407221855;4;Rows with Close Grip;Cable;8 reps;3;52;8;reps;[]
202407221855;5;Curls;Barbell;8 reps;1;22;10;reps;[]
202407221855;5;Curls;Barbell;8 reps;2;22;9;reps;[]
202407221855;5;Curls;Barbell;8 reps;3;22;8;reps;[]
202407221855;6;Hanging knee tuck - iso;Bodyweight;30 sec;1;;32;secs;"""Alternando a cada 6"""
202407221855;6;Hanging knee tuck - iso;Bodyweight;30 sec;2;;20;secs;"""Alternando a cada 6"""
202407221855;6;Hanging knee tuck - iso;Bodyweight;30 sec;3;;8;secs;"""Alternando a cada 6"""
202407191928;1;Leg Press;Machine;8 reps;1;190;10;reps;[]
202407191928;1;Leg Press;Machine;8 reps;2;190;10;reps;[]
202407191928;1;Leg Press;Machine;8 reps;3;194;12;reps;[]
202407191928;2;Hip Abduction;Cable;8 reps;1;15;10;reps;[]
202407191928;2;Hip Abduction;Cable;8 reps;2;15;10;reps;[]
202407191928;2;Hip Abduction;Cable;8 reps;3;15;12;reps;[]
202407191928;3;Leg Curls on Leg Extension Machine;Machine;10 reps;1;24;10;reps;[]
202407191928;3;Leg Curls on Leg Extension Machine;Machine;10 reps;2;24;10;reps;[]
202407191928;3;Leg Curls on Leg Extension Machine;Machine;10 reps;3;24;14;reps;[]
202407191928;4;Seated Calf Raises;Machine;8 reps;1;56;10;reps;[]
202407191928;4;Seated Calf Raises;Machine;8 reps;2;56;10;reps;[]
202407191928;4;Seated Calf Raises;Machine;8 reps;3;56;12;reps;[]
202407191928;5;Leg Extensions;Machine;8 reps;1;65;10;reps;[]
202407191928;5;Leg Extensions;Machine;8 reps;2;65;10;reps;[]
202407191928;5;Leg Extensions;Machine;8 reps;3;70;10;reps;[]
202407191928;6;Seated Leg Curls;Machine;8 reps;1;65;10;reps;[]
202407191928;6;Seated Leg Curls;Machine;8 reps;2;65;10;reps;[]
202407191928;6;Seated Leg Curls;Machine;8 reps;3;65;10;reps;[]
202407181230;1;Flexão arqueiro smith;Bodyweight;8 reps;1;;10;reps;[]
202407181230;1;Flexão arqueiro smith;Bodyweight;8 reps;2;;10;reps;[]
202407181230;1;Flexão arqueiro smith;Bodyweight;8 reps;3;;6;reps;[]
202407181230;2;Incline Bench Press;Barbell;8 reps;1;34;10;reps;[]
202407181230;2;Incline Bench Press;Barbell;8 reps;2;34;10;reps;[]
202407181230;2;Incline Bench Press;Barbell;8 reps;3;34;10;reps;[]
202407181230;3;Seated Lateral Raises;Dumbbells;8 reps;1;8;10;reps;[]
202407181230;3;Seated Lateral Raises;Dumbbells;8 reps;2;8;10;reps;[]
202407181230;3;Seated Lateral Raises;Dumbbells;8 reps;3;8;10;reps;[]
202407181230;4;Skull Crushers;EZ bar;8 reps;1;16;12;reps;[]
202407181230;4;Skull Crushers;EZ bar;8 reps;2;16;12;reps;[]
202407181230;4;Skull Crushers;EZ bar;8 reps;3;16;12;reps;[]
202407181230;5;Shoulder Press;Machine;8 reps;1;30;10;reps;"""Senti um pouco o cotovelo e resolvi abaixar. Também senti tipo por dentro da costela, quase na vértebra sei lá"""
202407181230;5;Shoulder Press;Machine;8 reps;2;30;5;reps;"""Senti um pouco o cotovelo e resolvi abaixar. Também senti tipo por dentro da costela, quase na vértebra sei lá"""
202407181230;5;Shoulder Press;Machine;8 reps;3;25;5;reps;"""Senti um pouco o cotovelo e resolvi abaixar. Também senti tipo por dentro da costela, quase na vértebra sei lá"""
202407181230;6;Pseudo Planche Lean iso;Bodyweight;;1;;25;secs;"""Mão na altura do ossinho do quadril"""
202407181230;6;Pseudo Planche Lean iso;Bodyweight;;2;;25;secs;"""Mão na altura do ossinho do quadril"""
202407181230;6;Pseudo Planche Lean iso;Bodyweight;;3;;-;secs;"""Mão na altura do ossinho do quadril"""
202407151226;1;Pull-Ups with Close Neutral Grip;Bodyweight;8 reps;1;+0;10;reps;[]
202407151226;1;Pull-Ups with Close Neutral Grip;Bodyweight;8 reps;2;+0;7;reps;[]
202407151226;1;Pull-Ups with Close Neutral Grip;Bodyweight;8 reps;3;+0;4;reps;[]
202407151226;2;Inverted Rows on Smith Machine;Bodyweight;8 reps;1;+0;10;reps;[]
202407151226;2;Inverted Rows on Smith Machine;Bodyweight;8 reps;2;+0;10;reps;[]
202407151226;2;Inverted Rows on Smith Machine;Bodyweight;8 reps;3;+0;10;reps;[]
202407151226;3;Pullovers;Cable;8 reps;1;45;10;reps;[]
202407151226;3;Pullovers;Cable;8 reps;2;45;10;reps;[]
202407151226;3;Pullovers;Cable;8 reps;3;45;10;reps;[]
202407151226;4;Rows with Wide Neutral Grip;Cable;8 reps;1;50;10;reps;[]
202407151226;4;Rows with Wide Neutral Grip;Cable;8 reps;2;50;10;reps;[]
202407151226;4;Rows with Wide Neutral Grip;Cable;8 reps;3;50;10;reps;[]
202407151226;5;Curls;Barbell;8 reps;1;22;10;reps;[]
202407151226;5;Curls;Barbell;8 reps;2;22;8;reps;[]
202407151226;5;Curls;Barbell;8 reps;3;22;6;reps;[]
202407151226;6;Hanging knee tuck - iso;Bodyweight;30 sec;1;;24;secs;"""Uma perna em L, alternando a cada 4s"""
202407151226;6;Hanging knee tuck - iso;Bodyweight;30 sec;2;;18;secs;"""Uma perna em L, alternando a cada 4s"""
202407151226;6;Hanging knee tuck - iso;Bodyweight;30 sec;3;;16;secs;"""Uma perna em L, alternando a cada 4s"""
202407111612;1;Flexão arqueiro smith;Bodyweight;8 reps;1;;10;reps;[]
202407111612;1;Flexão arqueiro smith;Bodyweight;8 reps;2;;7;reps;[]
202407111612;1;Flexão arqueiro smith;Bodyweight;8 reps;3;;5;reps;[]
202407111612;2;Bench Press;Barbell;8 reps;1;42;12;reps;[]
202407111612;2;Bench Press;Barbell;8 reps;2;40;9;reps;[]
202407111612;2;Bench Press;Barbell;8 reps;3;38;6;reps;[]
202407111612;3;Seated Lateral Raises;Dumbbells;8 reps;1;8;12;reps;[]
202407111612;3;Seated Lateral Raises;Dumbbells;8 reps;2;8;10;reps;[]
202407111612;3;Seated Lateral Raises;Dumbbells;8 reps;3;7;12;reps;[]
202407111612;4;Pseudo Planche Lean iso;Bodyweight;;1;;30;secs;[]
202407111612;4;Pseudo Planche Lean iso;Bodyweight;;2;;28;secs;[]
202407111612;4;Pseudo Planche Lean iso;Bodyweight;;3;;34;secs;[]
202407091542;1;Leg Press;Machine;8 reps;1;180;12;reps;[]
202407091542;1;Leg Press;Machine;8 reps;2;180;12;reps;[]
202407091542;1;Leg Press;Machine;8 reps;3;180;12;reps;[]
202407091542;2;Leg Curls on Leg Extension Machine;Machine;10 reps;1;22;12;reps;[]
202407091542;2;Leg Curls on Leg Extension Machine;Machine;10 reps;2;22;12;reps;[]
202407091542;2;Leg Curls on Leg Extension Machine;Machine;10 reps;3;22;12;reps;[]
202407091542;3;Leg Extensions;Machine;8 reps;1;65;12;reps;"""Depois do leg press ficou bem pesado esse 65. Abaixei"""
202407091542;3;Leg Extensions;Machine;8 reps;2;60;12;reps;"""Depois do leg press ficou bem pesado esse 65. Abaixei"""
202407091542;3;Leg Extensions;Machine;8 reps;3;60;10;reps;"""Depois do leg press ficou bem pesado esse 65. Abaixei"""
202407091542;4;Seated Leg Curls;Machine;8 reps;1;60;12;reps;[]
202407091542;4;Seated Leg Curls;Machine;8 reps;2;60;12;reps;[]
