workout_id;exercise_number;exercise_name;equipment;reps_goal;set_number;weigth;quantity;measure;comments
202405141545;2;Flys;Cable;15 reps;3;17;8;reps;[]
202405141545;3;Chest Press;Machine;20 reps;1;26;15;reps;"""Sentindo fisgar um pouco no ombro esquerdo. Achei melhor parar"""
202405141545;3;Chest Press;Machine;20 reps;2;26;6;reps;"""Sentindo fisgar um pouco no ombro esquerdo. Achei melhor parar"""
202405141545;3;Chest Press;Machine;20 reps;3;26;3;reps;"""Sentindo fisgar um pouco no ombro esquerdo. Achei melhor parar"""
202405141545;4;Skull Crushers;EZ bar;20 reps;1;12;16;reps;[]
202405141545;4;Skull Crushers;EZ bar;20 reps;2;12;10;reps;[]
202405141545;4;Skull Crushers;EZ bar;20 reps;3;12;10;reps;[]
202405141545;4;Skull Crushers;EZ bar;20 reps;4;12;10;reps;[]
202405141545;4;Skull Crushers;EZ bar;20 reps;5;12;8;reps;[]
202405141545;4;Skull Crushers;EZ bar;20 reps;6;12;5;reps;[]
202405141545;4;Skull Crushers;EZ bar;20 reps;7;12;8;reps;[]
202405141545;4;Skull Crushers;EZ bar;20 reps;8;12;6;reps;[]
202405141545;4;Skull Crushers;EZ bar;20 reps;9;12;5;reps;[]
202405141545;5;Seated Lateral Raises;Dumbbells;12 reps;1;8;12;reps;[]
202405141545;5;Seated Lateral Raises;Dumbbells;12 reps;2;8;12;reps;[]
202405141545;5;Seated Lateral Raises;Dumbbells;12 reps;3;8;11;reps;[]
20240509856;1;Leg Press;Machine;12 reps;1;160;15;reps;[]
20240509856;1;Leg Press;Machine;12 reps;2;160;15;reps;[]
20240509856;1;Leg Press;Machine;12 reps;3;170;15;reps;[]
20240509856;2;Hip Abduction;Cable;15 reps;1;15;12;reps;[]
20240509856;2;Hip Abduction;Cable;15 reps;2;15;10;reps;[]
20240509856;2;Hip Abduction;Cable;15 reps;3;15;8;reps;[]
20240509856;3;Leg Curls on Leg Extension Machine;Machine;10 reps;1;21;15;reps;[]
20240509856;3;Leg Curls on Leg Extension Machine;Machine;10 reps;2;21;15;reps;[]
20240509856;3;Leg Curls on Leg Extension Machine;Machine;10 reps;3;21;10;reps;[]
20240509856;4;Seated Calf Raises;Machine;16 reps;1;45;15;reps;[]
20240509856;4;Seated Calf Raises;Machine;16 reps;2;45;15;reps;[]
20240509856;4;Seated Calf Raises;Machine;16 reps;3;45;12;reps;[]
202405081159;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;1;50;16;reps;[]
202405081159;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;2;50;10;reps;[]
202405081159;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;3;50;7;reps;[]
202405081159;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;4;50;9;reps;[]
202405081159;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;5;50;6;reps;[]
202405081159;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;6;50;6;reps;[]
202405081159;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;7;50;10;reps;[]
202405081159;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;8;50;7;reps;[]
202405081159;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;9;50;5;reps;[]
202405081159;2;Rows with Wide Neutral Grip;Cable;15 reps;1;45;15;reps;[]
202405081159;2;Rows with Wide Neutral Grip;Cable;15 reps;2;45;15;reps;[]
202405081159;2;Rows with Wide Neutral Grip;Cable;15 reps;3;45;13;reps;[]
202405081159;3;Seated Curls;Dumbbells;10 reps;1;9;15;reps;[]
202405081159;3;Seated Curls;Dumbbells;10 reps;2;9;9;reps;[]
202405081159;3;Seated Curls;Dumbbells;10 reps;3;9;7;reps;[]
202405081159;3;Seated Curls;Dumbbells;10 reps;4;9;9;reps;[]
202405081159;3;Seated Curls;Dumbbells;10 reps;5;9;5;reps;[]
202405081159;3;Seated Curls;Dumbbells;10 reps;6;9;4;reps;[]
202405081159;3;Seated Curls;Dumbbells;10 reps;7;9;7;reps;[]
202405081159;3;Seated Curls;Dumbbells;10 reps;8;9;5;reps;[]
202405081159;3;Seated Curls;Dumbbells;10 reps;9;9;4;reps;[]
202405071518;1;Incline Bench Press;Barbell;15 reps;1;28;15;reps;[]
202405071518;1;Incline Bench Press;Barbell;15 reps;2;28;15;reps;[]
202405071518;1;Incline Bench Press;Barbell;15 reps;3;28;15;reps;[]
202405071518;2;Flys;Cable;15 reps;1;17;15;reps;[]
202405071518;2;Flys;Cable;15 reps;2;17;10;reps;[]
202405071518;2;Flys;Cable;15 reps;3;17;6;reps;[]
202405071518;3;Seated Lateral Raises;Dumbbells;12 reps;1;8;12;reps;[]
202405071518;3;Seated Lateral Raises;Dumbbells;12 reps;2;8;12;reps;[]
202405071518;3;Seated Lateral Raises;Dumbbells;12 reps;3;8;10;reps;[]
202405071518;4;Front Raises;Barbell;12 reps;1;10;12;reps;[]
202405071518;4;Front Raises;Barbell;12 reps;2;10;10;reps;[]
202405071518;4;Front Raises;Barbell;12 reps;3;10;10;reps;[]
202405071518;5;Chest Press;Machine;20 reps;1;26;15;reps;[]
202405071518;5;Chest Press;Machine;20 reps;2;26;10;reps;[]
202405071518;5;Chest Press;Machine;20 reps;3;26;7;reps;[]
202405071518;5;Chest Press;Machine;20 reps;4;26;10;reps;[]
202405071518;5;Chest Press;Machine;20 reps;5;26;7;reps;[]
202405071518;5;Chest Press;Machine;20 reps;6;26;6;reps;[]
202405071518;5;Chest Press;Machine;20 reps;7;26;9;reps;[]
202405071518;5;Chest Press;Machine;20 reps;8;26;6;reps;[]
202405071518;5;Chest Press;Machine;20 reps;9;26;5;reps;[]
202405071518;6;Skull Crushers;EZ bar;20 reps;1;12;16;reps;[]
202405071518;6;Skull Crushers;EZ bar;20 reps;2;12;12;reps;[]
202405071518;6;Skull Crushers;EZ bar;20 reps;3;12;8;reps;[]
202405071518;6;Skull Crushers;EZ bar;20 reps;4;12;9;reps;[]
202405071518;6;Skull Crushers;EZ bar;20 reps;5;12;7;reps;[]
202405071518;6;Skull Crushers;EZ bar;20 reps;6;12;4;reps;[]
202405071518;6;Skull Crushers;EZ bar;20 reps;7;12;6;reps;[]
202405071518;6;Skull Crushers;EZ bar;20 reps;8;12;4;reps;[]
202405071518;6;Skull Crushers;EZ bar;20 reps;9;12;4;reps;[]
202405021652;1;Double Crunch Machine;Machine;10 reps;1;12;15;reps;[]
202405021652;1;Double Crunch Machine;Machine;10 reps;2;12;15;reps;[]
202405021652;1;Double Crunch Machine;Machine;10 reps;3;12;11;reps;[]
202405021652;2;Plank;Bodyweight;;1;;1:10;mins;[]
202405021652;2;Plank;Bodyweight;;2;;1;mins;[]
202405021652;2;Plank;Bodyweight;;3;;0:50;mins;[]
202405021652;3;Paraquedista;Bodyweight;10 reps;1;;20;reps;[]
202405021652;3;Paraquedista;Bodyweight;10 reps;2;;20;reps;[]
202405021652;3;Paraquedista;Bodyweight;10 reps;3;;20;reps;[]
202405021652;4;Cadeirinha;Bodyweight;10 reps;1;;20;reps;[]
202405021652;4;Cadeirinha;Bodyweight;10 reps;2;;10;reps;[]
202405021652;4;Cadeirinha;Bodyweight;10 reps;3;;15;reps;[]
202404271029;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;1;50;16;reps;[]
202404271029;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;2;50;10;reps;[]
202404271029;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;3;50;7;reps;[]
202404271029;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;4;50;9;reps;[]
202404271029;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;5;50;6;reps;[]
202404271029;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;6;50;6;reps;[]
202404271029;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;7;50;10;reps;[]
202404271029;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;8;50;7;reps;[]
202404271029;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;9;50;6;reps;[]
202404271029;2;One-Arm Rows;Dumbbells;15 reps;1;16;15;reps;[]
202404271029;2;One-Arm Rows;Dumbbells;15 reps;2;16;14;reps;[]
202404271029;2;One-Arm Rows;Dumbbells;15 reps;3;16;13;reps;[]
202404271029;3;Rows with Wide Neutral Grip;Cable;15 reps;1;43;15;reps;[]
202404271029;3;Rows with Wide Neutral Grip;Cable;15 reps;2;43;15;reps;[]
202404271029;3;Rows with Wide Neutral Grip;Cable;15 reps;3;43;14;reps;[]
202404271029;4;Pullovers;Cable;16 reps;1;45;11;reps;[]
202404271029;4;Pullovers;Cable;16 reps;2;35;7;reps;[]
202404271029;4;Pullovers;Cable;16 reps;3;30;8;reps;[]
202404271029;4;Pullovers;Cable;16 reps;4;45;9;reps;[]
202404271029;4;Pullovers;Cable;16 reps;5;35;8;reps;[]
202404271029;4;Pullovers;Cable;16 reps;6;30;7;reps;[]
202404271029;4;Pullovers;Cable;16 reps;7;45;5;reps;[]
202404271029;4;Pullovers;Cable;16 reps;8;35;3;reps;[]
202404271029;4;Pullovers;Cable;16 reps;9;30;6;reps;[]
202404271029;5;Curls;Barbell;10 reps;1;18;16;reps;[]
202404271029;5;Curls;Barbell;10 reps;2;18;9;reps;[]
202404271029;5;Curls;Barbell;10 reps;3;18;6;reps;[]
202404271029;5;Curls;Barbell;10 reps;4;18;9;reps;[]
202404271029;5;Curls;Barbell;10 reps;5;18;5;reps;[]
202404271029;5;Curls;Barbell;10 reps;6;18;4;reps;[]
202404271029;5;Curls;Barbell;10 reps;7;18;5;reps;[]
202404271029;5;Curls;Barbell;10 reps;8;18;4;reps;[]
202404271029;5;Curls;Barbell;10 reps;9;18;5;reps;[]
202404271029;6;Seated Curls;Dumbbells;12 reps;1;10;6;reps;[]
202404271029;6;Seated Curls;Dumbbells;12 reps;2;8;10;reps;[]
202404271029;6;Seated Curls;Dumbbells;12 reps;3;8;7;reps;[]
20240426754;1;Seated Calf Raises;Machine;16 reps;1;43;16;reps;[]
20240426754;1;Seated Calf Raises;Machine;16 reps;2;43;16;reps;[]
20240426754;1;Seated Calf Raises;Machine;16 reps;3;43;14;reps;[]
20240426754;2;Leg Extensions;Machine;10 reps;1;55;16;reps;[]
20240426754;2;Leg Extensions;Machine;10 reps;2;55;9;reps;[]
20240426754;2;Leg Extensions;Machine;10 reps;3;55;7;reps;[]
20240426754;2;Leg Extensions;Machine;10 reps;4;55;10;reps;[]
20240426754;2;Leg Extensions;Machine;10 reps;5;55;6;reps;[]
20240426754;2;Leg Extensions;Machine;10 reps;6;55;6;reps;[]
20240426754;2;Leg Extensions;Machine;10 reps;7;55;8;reps;[]
20240426754;2;Leg Extensions;Machine;10 reps;8;55;6;reps;[]
20240426754;2;Leg Extensions;Machine;10 reps;9;55;5;reps;[]
20240426754;3;Hip Abduction;Cable;15 reps;1;15;12;reps;[]
20240426754;3;Hip Abduction;Cable;15 reps;2;15;10;reps;[]
20240426754;4;Seated Leg Curls;Machine;10 reps;1;50;16;reps;[]
20240426754;4;Seated Leg Curls;Machine;10 reps;2;50;11;reps;[]
20240426754;4;Seated Leg Curls;Machine;10 reps;3;50;9;reps;[]
20240426754;4;Seated Leg Curls;Machine;10 reps;4;50;11;reps;[]
20240426754;4;Seated Leg Curls;Machine;10 reps;5;50;7;reps;[]
20240426754;4;Seated Leg Curls;Machine;10 reps;6;50;6;reps;[]
20240426754;4;Seated Leg Curls;Machine;10 reps;7;50;10;reps;[]
20240426754;4;Seated Leg Curls;Machine;10 reps;8;50;8;reps;[]
20240426754;4;Seated Leg Curls;Machine;10 reps;9;50;8;reps;[]
20240426754;5;Hip Thrusts;Barbell;12 reps;1;16;12;reps;[]
20240426754;5;Hip Thrusts;Barbell;12 reps;2;16;10;reps;[]
20240426754;5;Hip Thrusts;Barbell;12 reps;3;16;10;reps;[]
202404241209;1;Flys;Cable;15 reps;1;17;15;reps;[]
202404241209;1;Flys;Cable;15 reps;2;17;14;reps;[]
202404241209;1;Flys;Cable;15 reps;3;17;13;reps;[]
202404241209;2;Chest Press;Machine;20 reps;1;26;15;reps;[]
202404241209;2;Chest Press;Machine;20 reps;2;26;10;reps;[]
202404241209;2;Chest Press;Machine;20 reps;3;26;7;reps;[]
202404241209;2;Chest Press;Machine;20 reps;4;26;9;reps;[]
202404241209;2;Chest Press;Machine;20 reps;5;26;6;reps;[]
202404241209;2;Chest Press;Machine;20 reps;6;26;5;reps;[]
202404241209;2;Chest Press;Machine;20 reps;7;26;8;reps;[]
202404241209;2;Chest Press;Machine;20 reps;8;26;5;reps;[]
202404241209;2;Chest Press;Machine;20 reps;9;26;5;reps;[]
202404241209;3;Triceps Pushdowns with Rope;Cable;10 reps;1;35;11;reps;[]
202404241209;3;Triceps Pushdowns with Rope;Cable;10 reps;2;25;7;reps;[]
202404241209;3;Triceps Pushdowns with Rope;Cable;10 reps;3;20;6;reps;[]
202404241209;3;Triceps Pushdowns with Rope;Cable;10 reps;4;35;9;reps;[]
202404241209;3;Triceps Pushdowns with Rope;Cable;10 reps;5;25;8;reps;[]
202404241209;3;Triceps Pushdowns with Rope;Cable;10 reps;6;20;6;reps;[]
202404241209;3;Triceps Pushdowns with Rope;Cable;10 reps;7;35;7;reps;[]
202404241209;3;Triceps Pushdowns with Rope;Cable;10 reps;8;25;6;reps;[]
202404241209;3;Triceps Pushdowns with Rope;Cable;10 reps;9;20;6;reps;[]
202404241209;4;Seated Lateral Raises;Dumbbells;12 reps;1;8;12;reps;[]
202404241209;4;Seated Lateral Raises;Dumbbells;12 reps;2;8;11;reps;[]
202404241209;4;Seated Lateral Raises;Dumbbells;12 reps;3;8;10;reps;[]
202404231234;1;Double Crunch Machine;Machine;10 reps;1;10;15;reps;[]
202404231234;1;Double Crunch Machine;Machine;10 reps;2;10;15;reps;[]
202404231234;1;Double Crunch Machine;Machine;10 reps;3;10;15;reps;[]
202404231234;2;Back Extensions on Roman Chair;Bodyweight;10 reps;1;+10;12;reps;[]
202404231234;2;Back Extensions on Roman Chair;Bodyweight;10 reps;2;+10;8;reps;[]
202404231234;2;Back Extensions on Roman Chair;Bodyweight;10 reps;3;+10;10;reps;[]
202404231234;3;Plank;Bodyweight;;1;;1:10;mins;[]
202404231234;3;Plank;Bodyweight;;2;;0:50;mins;[]
202404231234;3;Plank;Bodyweight;;3;;0:45;mins;[]
202404231234;4;Side Plank;Bodyweight;;1;;30;secs;"""Fazendo 5s a mais com o lado direito q é mais fraco"""
202404231234;4;Side Plank;Bodyweight;;2;;25;secs;"""Fazendo 5s a mais com o lado direito q é mais fraco"""
202404231234;4;Side Plank;Bodyweight;;3;;30;secs;"""Fazendo 5s a mais com o lado direito q é mais fraco"""
202404231234;5;Paraquedista;Bodyweight;10 reps;1;;20;reps;[]
202404231234;5;Paraquedista;Bodyweight;10 reps;2;;20;reps;[]
202404231234;5;Paraquedista;Bodyweight;10 reps;3;;1;reps;[]
202404231234;6;Cadeirinha;Bodyweight;10 reps;1;;15;reps;[]
202404231234;6;Cadeirinha;Bodyweight;10 reps;2;;18;reps;[]
202404231234;6;Cadeirinha;Bodyweight;10 reps;3;;15;reps;[]
202404221519;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;1;50;16;reps;[]
202404221519;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;2;50;10;reps;[]
202404221519;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;3;50;7;reps;[]
202404221519;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;4;50;9;reps;[]
202404221519;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;5;50;5;reps;[]
202404221519;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;6;50;4;reps;[]
202404221519;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;7;50;6;reps;[]
202404221519;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;8;50;5;reps;[]
202404221519;1;Lat Pulldowns with Wide Overhand Grip;Cable;16 reps;9;50;6;reps;[]
202404221519;2;One-Arm Rows;Dumbbells;15 reps;1;18;15;reps;"""Faltando fôlego mais do que falhando o músculo. Preferi pegar leve"""
202404221519;2;One-Arm Rows;Dumbbells;15 reps;2;16;13;reps;"""Faltando fôlego mais do que falhando o músculo. Preferi pegar leve"""
202404221519;2;One-Arm Rows;Dumbbells;15 reps;3;16;8;reps;"""Faltando fôlego mais do que falhando o músculo. Preferi pegar leve"""
202404221519;3;Rows with Wide Neutral Grip;Cable;15 reps;1;43;15;reps;[]
202404221519;3;Rows with Wide Neutral Grip;Cable;15 reps;2;43;8;reps;[]
202404221519;3;Rows with Wide Neutral Grip;Cable;15 reps;3;43;10;reps;[]
202404221519;4;Pullovers;Cable;16 reps;1;45;12;reps;[]
202404221519;4;Pullovers;Cable;16 reps;2;35;8;reps;[]
202404221519;4;Pullovers;Cable;16 reps;3;30;10;reps;[]
202404221519;4;Pullovers;Cable;16 reps;4;45;7;reps;[]
202404221519;4;Pullovers;Cable;16 reps;5;35;6;reps;[]
202404221519;4;Pullovers;Cable;16 reps;6;30;5;reps;[]
202404221519;4;Pullovers;Cable;16 reps;7;45;6;reps;[]
202404221519;4;Pullovers;Cable;16 reps;8;35;6;reps;[]
202404221519;4;Pullovers;Cable;16 reps;9;30;6;reps;[]
202404221519;5;Curls;Barbell;10 reps;1;16;16;reps;[]
202404221519;5;Curls;Barbell;10 reps;2;16;12;reps;[]
202404221519;5;Curls;Barbell;10 reps;3;16;8;reps;[]
202404221519;5;Curls;Barbell;10 reps;4;16;10;reps;[]
202404161621;1;Incline Bench Press;Barbell;15 reps;1;28;15;reps;[]
202404161621;1;Incline Bench Press;Barbell;15 reps;2;28;15;reps;[]
202404161621;1;Incline Bench Press;Barbell;15 reps;3;28;13;reps;[]
202404161621;2;Seated Lateral Raises;Dumbbells;12 reps;1;8;12;reps;[]
202404161621;2;Seated Lateral Raises;Dumbbells;12 reps;2;8;12;reps;[]
202404161621;2;Seated Lateral Raises;Dumbbells;12 reps;3;8;11;reps;[]
202404161621;3;Butterfly with Wide Grip;Machine;15 reps;1;45;15;reps;[]
202404161621;3;Butterfly with Wide Grip;Machine;15 reps;2;45;15;reps;[]
202404161621;3;Butterfly with Wide Grip;Machine;15 reps;3;45;15;reps;[]
202404161621;4;Chest Press;Machine;20 reps;1;26;15;reps;"""Sentindo muito o peito, limitou as reps"""
202404161621;4;Chest Press;Machine;20 reps;2;26;6;reps;"""Sentindo muito o peito, limitou as reps"""
202404161621;4;Chest Press;Machine;20 reps;3;26;3;reps;"""Sentindo muito o peito, limitou as reps"""
202404161621;4;Chest Press;Machine;20 reps;4;26;6;reps;"""Sentindo muito o peito, limitou as reps"""
202404161621;4;Chest Press;Machine;20 reps;5;26;5;reps;"""Sentindo muito o peito, limitou as reps"""
202404161621;4;Chest Press;Machine;20 reps;6;26;4;reps;"""Sentindo muito o peito, limitou as reps"""
202404161621;4;Chest Press;Machine;20 reps;7;26;8;reps;"""Sentindo muito o peito, limitou as reps"""
202404161621;4;Chest Press;Machine;20 reps;8;26;4;reps;"""Sentindo muito o peito, limitou as reps"""
202404161621;4;Chest Press;Machine;20 reps;9;26;3;reps;"""Sentindo muito o peito, limitou as reps"""
202404161621;5;Skull Crushers;Cable;20 reps;1;35;15;reps;[]
202404161621;5;Skull Crushers;Cable;20 reps;2;35;7;reps;[]
202404161621;5;Skull Crushers;Cable;20 reps;3;35;7;reps;[]
202404161621;5;Skull Crushers;Cable;20 reps;4;35;7;reps;[]
202404161621;5;Skull Crushers;Cable;20 reps;5;35;5;reps;[]
202404161621;5;Skull Crushers;Cable;20 reps;6;35;4;reps;[]
202404161621;5;Skull Crushers;Cable;20 reps;7;35;7;reps;[]
202404161621;5;Skull Crushers;Cable;20 reps;8;35;5;reps;[]
202404161621;5;Skull Crushers;Cable;20 reps;9;35;4;reps;[]
202404161621;6;Front Raises;Dumbbells;12 reps;1;10;12;reps;[]
202404161621;6;Front Raises;Dumbbells;12 reps;2;10;15;reps;[]
202404161621;6;Front Raises;Dumbbells;12 reps;3;10;15;reps;[]
20240414919;1;Leg Raises;Bodyweight;10 reps;1;+0;12;reps;[]
20240414919;1;Leg Raises;Bodyweight;10 reps;2;+0;12;reps;[]
20240414919;1;Leg Raises;Bodyweight;10 reps;3;+0;8;reps;[]
20240414919;2;Cadeirinha;Bodyweight;10 reps;1;;10;reps;[]
20240414919;2;Cadeirinha;Bodyweight;10 reps;2;;12;reps;[]
20240414919;2;Cadeirinha;Bodyweight;10 reps;3;;15;reps;[]
20240414919;3;Dragon Flag;Bodyweight;10 reps;1;;8;reps;[]
20240414919;3;Dragon Flag;Bodyweight;10 reps;2;;8;reps;[]
20240414919;3;Dragon Flag;Bodyweight;10 reps;3;;6;reps;[]
20240414919;4;Decline Crunches;Bodyweight;10 reps;1;+0;5;reps;"""Sentindo muito a perna direita. Desisti"""
20240414919;5;Plank;Bodyweight;;1;;1:20;mins;"""Pesou o ombro, principalmente o direito"""
20240414919;5;Plank;Bodyweight;;2;;1;mins;"""Pesou o ombro, principalmente o direito"""
20240414919;5;Plank;Bodyweight;;3;;0:36;mins;"""Pesou o ombro, principalmente o direito"""
20240414919;6;Side Plank;Bodyweight;;1;;30;secs;[]
20240414919;6;Side Plank;Bodyweight;;2;;30;secs;[]
20240414919;6;Side Plank;Bodyweight;;3;;25;secs;[]
20240414919;7;Paraquedista;Bodyweight;10 reps;1;;15;reps;[]
20240414919;7;Paraquedista;Bodyweight;10 reps;2;;15;reps;[]
20240414919;7;Paraquedista;Bodyweight;10 reps;3;;20;reps;[]
202404111040;1;Lat Pulldowns with Wide Overhand Grip;Cable;10 reps;1;50;16;reps;[]
202404111040;1;Lat Pulldowns with Wide Overhand Grip;Cable;10 reps;2;50;10;reps;[]
202404111040;1;Lat Pulldowns with Wide Overhand Grip;Cable;10 reps;3;50;6;reps;[]
202404111040;1;Lat Pulldowns with Wide Overhand Grip;Cable;10 reps;4;50;9;reps;[]
202404111040;1;Lat Pulldowns with Wide Overhand Grip;Cable;10 reps;5;50;7;reps;[]
202404111040;1;Lat Pulldowns with Wide Overhand Grip;Cable;10 reps;6;50;5;reps;[]
202404111040;1;Lat Pulldowns with Wide Overhand Grip;Cable;10 reps;7;50;7;reps;[]
202404111040;1;Lat Pulldowns with Wide Overhand Grip;Cable;10 reps;8;50;4;reps;[]
202404111040;1;Lat Pulldowns with Wide Overhand Grip;Cable;10 reps;9;50;4;reps;[]
202404111040;2;Incline Rows;Dumbbells;15 reps;1;20;10;reps;[]
202404111040;2;Incline Rows;Dumbbells;15 reps;2;16;14;reps;[]
202404111040;2;Incline Rows;Dumbbells;15 reps;3;16;11;reps;[]
202404111040;3;Rows with Wide Neutral Grip;Cable;15 reps;1;40;15;reps;[]
202404111040;3;Rows with Wide Neutral Grip;Cable;15 reps;2;40;15;reps;[]
202404111040;3;Rows with Wide Neutral Grip;Cable;15 reps;3;40;15;reps;[]
202404111040;4;Pullovers;Cable;10 reps;1;45;12;reps;[]
202404111040;4;Pullovers;Cable;10 reps;2;40;8;reps;[]
202404111040;4;Pullovers;Cable;10 reps;3;40;9;reps;[]
202404111040;5;Curls;Cable;10 reps;1;30;16;reps;[]
202404111040;5;Curls;Cable;10 reps;2;30;9;reps;[]
202404111040;5;Curls;Cable;10 reps;3;30;6;reps;[]
202404111040;5;Curls;Cable;10 reps;4;30;10;reps;[]
202404111040;5;Curls;Cable;10 reps;5;30;5;reps;[]
202404111040;5;Curls;Cable;10 reps;6;30;5;reps;[]
202404111040;5;Curls;Cable;10 reps;7;30;7;reps;[]
202404111040;5;Curls;Cable;10 reps;8;30;5;reps;[]
202404111040;5;Curls;Cable;10 reps;9;30;3;reps;[]
202404101534;1;Hip Abduction;Cable;15 reps;1;13;15;reps;[]
202404101534;1;Hip Abduction;Cable;15 reps;2;13;15;reps;[]
202404101534;1;Hip Abduction;Cable;15 reps;3;13;15;reps;[]
202404101534;2;Leg Extensions;Machine;10 reps;1;55;16;reps;[]
202404101534;2;Leg Extensions;Machine;10 reps;2;55;8;reps;[]
202404101534;2;Leg Extensions;Machine;10 reps;3;55;7;reps;[]
202404101534;2;Leg Extensions;Machine;10 reps;4;55;10;reps;[]
202404101534;2;Leg Extensions;Machine;10 reps;5;55;6;reps;[]
202404101534;2;Leg Extensions;Machine;10 reps;6;55;5;reps;[]
202404101534;2;Leg Extensions;Machine;10 reps;7;55;8;reps;[]
202404101534;2;Leg Extensions;Machine;10 reps;8;55;5;reps;[]
202404101534;2;Leg Extensions;Machine;10 reps;9;55;4;reps;[]
202404101534;3;Seated Leg Curls;Machine;10 reps;1;50;16;reps;[]
202404101534;3;Seated Leg Curls;Machine;10 reps;2;50;11;reps;[]
202404101534;3;Seated Leg Curls;Machine;10 reps;3;50;9;reps;[]
202404101534;3;Seated Leg Curls;Machine;10 reps;4;50;11;reps;[]
202404101534;3;Seated Leg Curls;Machine;10 reps;5;50;6;reps;[]
202404101534;3;Seated Leg Curls;Machine;10 reps;6;50;3;reps;[]
202404101534;3;Seated Leg Curls;Machine;10 reps;7;50;10;reps;[]
202404101534;3;Seated Leg Curls;Machine;10 reps;8;50;5;reps;[]
202404101534;3;Seated Leg Curls;Machine;10 reps;9;50;4;reps;[]
202404101534;4;Seated Calf Raises;Machine;16 reps;1;40;16;reps;[]
202404101534;4;Seated Calf Raises;Machine;16 reps;2;43;14;reps;[]
202404101534;4;Seated Calf Raises;Machine;16 reps;3;40;11;reps;[]
202404101534;5;Hip Thrusts;Barbell;12 reps;1;10;12;reps;[]
202404101534;5;Hip Thrusts;Barbell;12 reps;2;10;12;reps;[]
202404101534;5;Hip Thrusts;Barbell;12 reps;3;10;12;reps;[]
202404081227;1;Incline Bench Press;Barbell;15 reps;1;26;15;reps;[]
202404081227;1;Incline Bench Press;Barbell;15 reps;2;26;15;reps;[]
202404081227;1;Incline Bench Press;Barbell;15 reps;3;26;15;reps;[]
202404081227;2;Flys;Cable;15 reps;1;15;18;reps;[]
202404081227;2;Flys;Cable;15 reps;2;15;14;reps;[]
202404081227;2;Flys;Cable;15 reps;3;15;13;reps;[]
202404081227;3;Chest Press;Machine;20 reps;1;30;13;reps;[]
202404081227;3;Chest Press;Machine;20 reps;2;26;10;reps;[]
202404081227;3;Chest Press;Machine;20 reps;3;26;6;reps;[]
202404081227;3;Chest Press;Machine;20 reps;4;26;11;reps;[]
202404081227;3;Chest Press;Machine;20 reps;5;26;5;reps;[]
202404081227;3;Chest Press;Machine;20 reps;6;26;5;reps;[]
202404081227;3;Chest Press;Machine;20 reps;7;26;7;reps;[]
202404081227;3;Chest Press;Machine;20 reps;8;26;4;reps;[]
202404081227;3;Chest Press;Machine;20 reps;9;26;4;reps;[]
202404081227;4;Skull Crushers;Cable;20 reps;1;35;16;reps;[]
202404081227;4;Skull Crushers;Cable;20 reps;2;35;13;reps;[]
202404081227;4;Skull Crushers;Cable;20 reps;3;35;8;reps;[]
202404081227;4;Skull Crushers;Cable;20 reps;4;35;13;reps;[]
202404081227;4;Skull Crushers;Cable;20 reps;5;35;8;reps;[]
202404081227;4;Skull Crushers;Cable;20 reps;6;35;5;reps;[]
202404081227;4;Skull Crushers;Cable;20 reps;7;35;6;reps;[]
202404081227;4;Skull Crushers;Cable;20 reps;8;35;4;reps;[]
202404081227;4;Skull Crushers;Cable;20 reps;9;35;3;reps;[]
202404081227;5;Seated Lateral Raises;Dumbbells;12 reps;1;7;12;reps;[]
202404081227;5;Seated Lateral Raises;Dumbbells;12 reps;2;7;12;reps;[]
202404081227;5;Seated Lateral Raises;Dumbbells;12 reps;3;7;8;reps;[]
