
"PerGlu · Day 3 · Week 5 · Verão · Deload";"2024-10-30 16:32 h";"1:16 hr"
"4. Rows with Close Grip · Cable · 8 reps"
#;KG;REPS
1;52;10
2;52;10
3;52;8
"5. Curls · Barbell · 8 reps"
#;KG;REPS
1;22;10
2;22;9
3;22;8
"6. Hanging Knee Tuck - iso · Bodyweight · 30 sec";"Alternando a cada 6"
#;SECS
1;32
2;20
3;8

"PerGlu · Day 3 · Week 2 · Voltando · Deload";"2024-07-19 19:28 h";"1:06 hr"
"1. Leg Press · Machine · 8 reps"
#;KG;REPS
1;190;10
2;190;10
3;194;12
"2. Hip Abduction · Cable · 8 reps"
#;KG;REPS
1;15;10
2;15;10
3;15;12
"3. Leg Curls on Leg Extension Machine · Machine · 10 reps"
#;KG;REPS
1;24;10
2;24;10
3;24;14
"4. Seated Calf Raises · Machine · 8 reps"
#;KG;REPS
1;56;10
2;56;10
3;56;12
"5. Leg Extensions · Machine · 8 reps"
#;KG;REPS
1;65;10
2;65;10
3;70;10
"6. Seated Leg Curls · Machine · 8 reps"
#;KG;REPS
1;65;10
2;65;10
3;65;10

"PeiTriOm · Day 2 · Week 2 · Voltando · Deload";"2024-07-18 12:30 h";"54 min"
"1. Incline Archer Push-Ups · Bodyweight · 8 reps"
#;REPS
1;10
2;10
3;6
"2. Incline Bench Press · Barbell · 8 reps"
#;KG;REPS
1;34;10
2;34;10
3;34;10
"3. Seated Lateral Raises · Dumbbells · 8 reps"
#;KG;REPS
1;8;10
2;8;10
3;8;10
"4. Skull Crushers · EZ bar · 8 reps"
#;KG;REPS
1;16;12
2;16;12
3;16;12
"5. Shoulder Press · Machine · 8 reps";"Senti um pouco o cotovelo e resolvi abaixar. Também senti tipo por dentro da costela, quase na vértebra sei lá"
#;KG;REPS
1;30;10
2;30;5
3;25;5
"6. Pseudo Planche Lean - Iso · Bodyweight";"Mão na altura do ossinho do quadril"
#;SECS
1;25
2;25
3;-

"CosBi · Day 1 · Week 2 · Voltando · Deload";"2024-07-15 12:26 h";"49 min"
"1. Pull-Ups with Close Neutral Grip · Bodyweight · 8 reps"
#;KG;REPS
1;+0;10
2;+0;7
3;+0;4
"2. Inverted Rows on Smith Machine · Bodyweight · 8 reps"
#;KG;REPS
1;+0;10
2;+0;10
3;+0;10
"3. Pullovers · Cable · 8 reps"
#;KG;REPS
1;45;10
2;45;10
3;45;10
"4. Rows with Wide Neutral Grip · Cable · 8 reps"
#;KG;REPS
1;50;10
2;50;10
3;50;10
"5. Curls · Barbell · 8 reps"
#;KG;REPS
1;22;10
2;22;8
3;22;6
"6. Hanging Knee Tuck - iso · Bodyweight · 30 sec";"Uma perna em L, alternando a cada 4s"
#;SECS
1;24
2;18
3;16

"PeiTriOm · Day 2 · Week 1 · Voltando · Deload";"2024-07-11 16:12 h";"39 min"
"1. Incline Archer Push-Ups · Bodyweight · 8 reps"
#;REPS
1;10
2;7
3;5
"2. Bench Press · Barbell · 8 reps"
#;KG;REPS
1;42;12
2;40;9
3;38;6
"3. Seated Lateral Raises · Dumbbells · 8 reps"
#;KG;REPS
1;8;12
2;8;10
3;7;12
"4. Pseudo Planche Lean - Iso · Bodyweight"
#;SECS
1;30
2;28
3;34

"PerGlu · Day 3 · Week 1 · Voltando · Deload";"2024-07-09 15:42 h";"56 min"
"1. Leg Press · Machine · 8 reps"
#;KG;REPS
1;180;12
2;180;12
3;180;12
"2. Leg Curls on Leg Extension Machine · Machine · 10 reps"
#;KG;REPS
1;22;12
2;22;12
3;22;12
"3. Leg Extensions · Machine · 8 reps";"Depois do leg press ficou bem pesado esse 65. Abaixei"
#;KG;REPS
1;65;12
2;60;12
3;60;10
"4. Seated Leg Curls · Machine · 8 reps"
#;KG;REPS
1;60;12
2;60;12
3;60;12
"5. Seated Calf Raises · Machine · 8 reps"
#;KG;REPS
1;52;12
2;52;12
3;52;12

"CosBi · Day 1 · Week 1 · Voltando · Deload";"2024-07-08 12:01 h";"54 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 8 reps"
#;KG;REPS
1;+0;8
2;+0;6
3;+0;5
"2. Rows with Wide Neutral Grip · Cable · 8 reps"
#;KG;REPS
1;50;12
2;50;11
3;47;12
"3. Pullovers · Cable · 8 reps"
#;KG;REPS
1;42;12
2;42;12
3;42;12
"4. Hanging Knee Tuck - iso · Bodyweight · 30 sec"
#;SECS
1;33
2;33
3;29
"5. Inverted Rows on Smith Machine with Reverse Grip · Bodyweight · 8 reps";"Altura 3, pé no chão"
#;KG;REPS
1;+0;10
2;+0;8
3;+0;6
"6. Seated Curls · Dumbbells · 8 reps"
#;KG;REPS
1;10;12
2;10;12
3;10;11

"PerGlu · Day 4 · Week 4 · Calistenia1 · Deload";"2024-07-05 17:41 h";"38 min"
"1. Pistol Squats · TRX · 10 reps"
#;REPS
1;5
2;5
"2. Single Leg Hip Thrust · Bodyweight · 10 reps"
#;REPS
1;10
2;10
"3. Leg Extensions · Machine · 10 reps";"Aguentava 75kg nas três mas quis pegar leve"
#;KG;REPS
1;75;8
2;70;9
3;70;9
"4. Leg Curls on Leg Extension Machine · Machine · 10 reps"
#;KG;REPS
1;25;8
2;25;8
3;25;8
"5. Seated Calf Raises · Machine · 10 reps";"Botar o apoio no joelho e não no meio da coxa"
#;KG;REPS
1;60;8
2;60;8
3;-;-

"PeiTriOm · Day 2 · Week 4 · Calistenia1 · Deload";"2024-07-04 12:33 h";"34 min"
"1. Pike Push-Ups · Bodyweight · 10 reps"
#;REPS
1;7
2;4
3;5
"2. Incline Archer Push-Ups · Bodyweight · 10 reps";"Banco de supino reto, perna aberta"
#;REPS
1;9
2;7
3;5
4;5
"3. Bench Dips · Bodyweight · 10 reps"
#;KG;REPS
1;+0;12
2;+0;12
3;+0;11
4;+0;9

"CosBi · Day 1 · Week 4 · Calistenia1 · Deload";"2024-07-01 11:59 h";"42 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#;KG;REPS
1;+0;9
2;+0;5
3;+0;4
4;+0;4
"2. Inverted Rows on Smith Machine with Reverse Grip · Bodyweight · 10 reps"
#;KG;REPS
1;+0;10
2;+0;10
3;+0;8
4;+0;8
"3. Skin the cat · Bodyweight · 10 reps"
#;REPS
1;5
2;5
3;5
4;4
"4. Hanging Knee Tuck - iso · Bodyweight"
#;SECS
1;30
2;28
3;25
4;20

"PerGlu · Day 4 · Week 3 · Calistenia1 · Deload";"2024-06-25 16:06 h";"48 min"
"1. Pistol Squats · TRX · 10 reps";"3 caixas. Se pá era melhor deixar mais alto?"
#;REPS
1;3
2;2
3;3
4;2
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;0;10
2;0;10
3;0;10
4;0;10
"3. Single leg deadlift · Bodyweight · 10 reps"
#;REPS
1;12
2;10
3;10
4;10
"4. Single Leg Hip Thrust · Bodyweight · 10 reps"
#;REPS
1;10
2;7

"PeiTriOm · Day 2 · Week 3 · Calistenia1 · Deload";"2024-06-17 16:51 h";"49 min"
"1. Pike Push-Ups · Bodyweight · 10 reps"
#;REPS
1;10
2;10
3;10
4;7
"2. Explosive Push-Ups · Bodyweight · 10 reps"
#;REPS
1;10
2;7
3;4
"3. Bench Dips · Bodyweight · 10 reps"
#;KG;REPS
1;+0;10
2;+0;12
"4. Dips · Bodyweight · 10 reps"
#;KG;REPS
1;+0;3
2;+0;2
"5. Incline Archer Push-Ups · Bodyweight · 10 reps"
#;REPS
1;5
2;4
3;3
4;3
"6. Elevated Pike hold · Bodyweight"
#;SECS
1;12
2;14
"7. Decline Crunches · Bodyweight · 10 reps"
#;KG;REPS
1;+0;6
2;+0;5
"8. Chair Crunches · Bodyweight · 10 reps"
#;REPS
1;20
2;16
3;15
4;15

"CosBi · Day 1 · Week 3 · Calistenia1 · Deload";"2024-06-15 10:23 h";"50 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#;KG;REPS
1;+0;8
2;+0;5
3;+0;4
4;+0;4
"2. Skin the cat · Bodyweight · 10 reps"
#;REPS
1;6
2;5
3;4
4;4
"3. Inverted Rows on Smith Machine with Reverse Grip · Bodyweight · 10 reps";"Altura 4, pé no chào"
#;KG;REPS
1;+0;10
2;+0;6
3;+0;7
4;+0;7
"4. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;12;8
2;12;6
3;12;6
4;12;4
"5. Hanging Knee Tuck - iso · Bodyweight"
#;SECS
1;12
2;18
3;22
4;30

"PerGlu · Day 4 · Week 2 · Calistenia1 · Deload";"2024-06-06 17:05 h";"52 min"
"1. Pistol Squats · TRX · 10 reps"
#;REPS
1;7
2;7
3;7
4;7
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;0;10
2;0;10
3;0;7
4;0;7
"3. Single leg deadlift · Bodyweight · 10 reps"
#;REPS
1;10
2;10
3;10
"4. Side Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;0;7
2;0;5
"5. Standing Calf Raises · Bodyweight · 10 reps"
#;KG;REPS
1;+0;15
2;+0;15
3;+0;15
"6. Single Leg Hip Thrust · Bodyweight · 10 reps"
#;REPS
1;6
2;7
3;7

"PeiTriOm · Day 2 · Week 2 · Calistenia1 · Deload";"2024-06-03 9:18 h";"1:02 hr"
"1. Explosive Push-Ups · Bodyweight · 10 reps"
#;REPS
1;10
2;10
3;8
4;7
"2. Knee Diamond Push-Ups · Bodyweight · 10 reps"
#;REPS
1;7
2;7
3;7
"3. Bench Dips · Bodyweight · 10 reps"
#;KG;REPS
1;+0;10
2;+0;9
3;+0;10
4;+0;10
"4. Incline Archer Push-Ups · Bodyweight · 10 reps";"Abaixei bem o ângulo, fiz no banco de concreto da praça. Fiz com as pernas mais abertas"
#;REPS
1;3
2;5
3;5
4;6
"5. Pike Push-Ups · Bodyweight · 10 reps"
#;REPS
1;6
2;7
"6. Elevated Pike hold · Bodyweight"
#;SECS
1;12
2;20
3;17
4;17

"CosBi · Day 1 · Week 2 · Calistenia1 · Deload";"2024-05-27 12:06 h";"47 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#;KG;REPS
1;+0;7
2;+0;5
3;+0;4
4;+0;4
"2. Skin the cat · Bodyweight · 10 reps"
#;REPS
1;5
2;4
3;4
4;4
"3. Inverted Rows on Smith Machine · Bodyweight · 10 reps";"Tirei os apoios e dobrei a perna pra facilitar um pouco. Depois levantei a altura mas puxei angulado"
#;KG;REPS
1;+0;10
2;+0;8
3;+0;8
4;+0;8
"4. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;12;8
2;12;9
3;12;9
4;12;5

"PerGlu · Day 4 · Week 1 · Calistenia1 · Deload";"2024-05-25 9:44 h";"40 min"
"1. Pistol Squats · TRX · 10 reps";"Empilhei 4 ""caixas"""
#;REPS
1;7
2;7
3;7
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;0;10
2;0;7
"3. Single leg deadlift · Bodyweight · 10 reps"
#;REPS
1;10
2;10
"4. Side Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;0;5
"5. Single Leg Hip Thrust · Bodyweight · 10 reps"
#;REPS
1;6
2;10

"AbLom · Day 3 · Week 1 · Calistenia1 · Deload";"2024-05-22 10:29 h";"23 min"
"1. Double Crunch Machine · Machine · 10 reps";"Pegando muito os lats. Desisti"
#;KG;REPS
1;15;12
2;15;6
"2. Back Extensions on Roman Chair · Bodyweight · 10 reps";"Não quis forçar"
#;KG;REPS
1;+10;12
2;+10;10
3;+10;10
"3. Hanging Leg Raises · Bodyweight · 10 reps"
#;KG;REPS
1;+0;10
2;+0;12
3;+0;12
4;+0;12

"PeiTriOm · Day 2 · Week 1 · Calistenia1 · Deload";"2024-05-21 16:29 h";"50 min"
"1. Explosive Push-Ups · Bodyweight · 10 reps";"Forçou um pouco is pulsos"
#;REPS
1;10
2;8
3;7
4;6
"2. Knee Diamond Push-Ups · Bodyweight · 10 reps"
#;REPS
1;7
2;6
3;5
4;5
"3. Bench Dips · Bodyweight · 10 reps"
#;KG;REPS
1;+0;10
2;+0;9
3;+0;8
4;+0;7
"4. Incline Archer Push-Ups · Bodyweight · 10 reps";"Altura 3. Abaixei pra 2 na última"
#;REPS
1;5
2;6
3;6
4;4
"5. Elevated Pike hold · Bodyweight"
#;SECS
1;30
2;22
3;26
4;32
"6. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;10;6
2;10;7

"CosBi · Day 1 · Week 1 · Calistenia1 · Deload";"2024-05-20 16:15 h";"50 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#;KG;REPS
1;+0;6
2;+0;5
3;+0;4
4;+0;3
"2. Scapular Pull-Ups · Bodyweight · 10 reps"
#;REPS
1;7
2;5
3;7
4;7
"3. Pull-Ups with Close Neutral Grip · Bodyweight · 10 reps"
#;KG;REPS
1;+0;5
2;+0;4
3;+0;3
4;+0;4
"4. Inverted Rows on Smith Machine · Bodyweight · 10 reps";"Apoio da perna ficou baixo";"Ideal: altura 4, dois apoios daquela plataforminha"
#;KG;REPS
1;+0;8
2;+0;5
3;+0;5
4;+0;4
"5. Incline Australian Pull-Ups · Bodyweight · 10 reps";"Altura 5"
#;REPS
1;5
2;5
"6. Seated Curls · Dumbbells · 8 reps"
#;KG;REPS
1;12;8
2;12;8
3;12;8
4;12;6

"PerGlu · Day 3 · Week 5 · Breno · Deload";"2024-05-17 17:29 h";"1:05 hr"
"1. Leg Press · Machine · 12 reps"
#;KG;REPS
1;170;15
2;170;15
3;180;13
"2. Leg Extensions · Machine · 10 reps"
#;KG;REPS
1;55;13
2;55;7
3;55;6
4;55;10
5;55;7
6;55;6
7;55;9
8;55;6
9;55;5
"3. Seated Calf Raises · Machine · 16 reps"
#;KG;REPS
1;45;15
2;45;15
3;45;15
"4. Seated Leg Curls · Machine · 10 reps"
#;KG;REPS
1;50;16
2;50;11
3;50;9
4;50;11
5;50;9
6;50;7
7;52;10
8;52;8
9;52;8
"5. Hip Abduction · Cable · 15 reps";"Pulei o último. Cansativo pra caralho, talvez por conta de todos os outros anteriores"
#;KG;REPS
1;13;12
2;10;12
"6. Hip Thrusts · Barbell · 12 reps"
#;KG;REPS
1;20;12
2;20;12
3;20;12

"AbLom · Day 4 · Week 5 · Breno · Deload";"2024-05-16 17:07 h";"46 min"
"1. Double Crunch Machine · Machine · 10 reps"
#;KG;REPS
1;13;15
2;13;15
3;13;15
"2. Back Extensions on Roman Chair · Bodyweight · 10 reps"
#;KG;REPS
1;+10;12
2;+10;12
3;+10;12
"3. Plank · Bodyweight"
#;MINS
1;1:30
2;1
3;0:45
"4. Side Plank · Bodyweight"
#;SECS
1;30
2;30
3;30
"5. Skydiver · Bodyweight · 10 reps";"Comecei a sentir tipo na base da costela esquerda"
#;REPS
1;20
2;10
"6. Chair Crunches · Bodyweight · 10 reps"
#;REPS
1;20
2;16
3;13
"7. Russian Swings · Kettlebells · 10 reps"
#;KG;REPS
1;12;12
2;12;12
3;12;12

"CosBi · Day 2 · Week 5 · Breno · Deload";"2024-05-15 11:51 h";"38 min"
"1. Lat Pulldowns with Wide Overhand Grip · Cable · 16 reps"
#;KG;REPS
1;50;16
2;50;10
3;50;7
4;50;9
5;50;7
6;50;7
7;50;10
8;50;5
9;50;3
"2. One-Arm Rows · Dumbbells · 15 reps"
#;KG;REPS
1;16;15
2;16;15
3;16;15
"3. Seated Curls · Dumbbells · 12 reps"
#;KG;REPS
1;9;15
2;9;9
3;9;7
4;9;9
5;9;7
6;9;5
7;9;9
8;9;7
9;9;5

"PeiTriOm · Day 1 · Week 5 · Breno · Deload";"2024-05-14 15:45 h";"41 min"
"1. Incline Bench Press · Barbell · 15 reps"
#;KG;REPS
1;30;15
2;30;15
3;30;15
"2. Flys · Cable · 15 reps"
#;KG;REPS
1;17;15
2;17;10
3;17;8
"3. Chest Press · Machine · 20 reps";"Sentindo fisgar um pouco no ombro esquerdo. Achei melhor parar"
#;KG;REPS
1;26;15
2;26;6
3;26;3
"4. Skull Crushers · EZ bar · 20 reps"
#;KG;REPS
1;12;16
2;12;10
3;12;10
4;12;10
5;12;8
6;12;5
7;12;8
8;12;6
9;12;5
"5. Seated Lateral Raises · Dumbbells · 12 reps"
#;KG;REPS
1;8;12
2;8;12
3;8;11

"PerGlu · Day 3 · Week 4 · Breno · Deload";"2024-05-09 8:56 h";"43 min"
"1. Leg Press · Machine · 12 reps"
#;KG;REPS
1;160;15
2;160;15
3;170;15
"2. Hip Abduction · Cable · 15 reps"
#;KG;REPS
1;15;12
2;15;10
3;15;8
"3. Leg Curls on Leg Extension Machine · Machine · 10 reps"
#;KG;REPS
1;21;15
2;21;15
3;21;10
"4. Seated Calf Raises · Machine · 16 reps"
#;KG;REPS
1;45;15
2;45;15
3;45;12

"CosBi · Day 2 · Week 4 · Breno · Deload";"2024-05-08 11:59 h";"36 min"
"1. Lat Pulldowns with Wide Overhand Grip · Cable · 16 reps"
#;KG;REPS
1;50;16
2;50;10
3;50;7
4;50;9
5;50;6
6;50;6
7;50;10
8;50;7
9;50;5
"2. Rows with Wide Neutral Grip · Cable · 15 reps"
#;KG;REPS
1;45;15
2;45;15
3;45;13
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;9;15
2;9;9
3;9;7
4;9;9
5;9;5
6;9;4
7;9;7
8;9;5
9;9;4

"PeiTriOm · Day 1 · Week 4 · Breno · Deload";"2024-05-07 15:18 h";"58 min"
"1. Incline Bench Press · Barbell · 15 reps"
#;KG;REPS
1;28;15
2;28;15
3;28;15
"2. Flys · Cable · 15 reps"
#;KG;REPS
1;17;15
2;17;10
3;17;6
"3. Seated Lateral Raises · Dumbbells · 12 reps"
#;KG;REPS
1;8;12
2;8;12
3;8;10
"4. Front Raises · Barbell · 12 reps"
#;KG;REPS
1;10;12
2;10;10
3;10;10
"5. Chest Press · Machine · 20 reps"
#;KG;REPS
1;26;15
2;26;10
3;26;7
4;26;10
5;26;7
6;26;6
7;26;9
8;26;6
9;26;5
"6. Skull Crushers · EZ bar · 20 reps"
#;KG;REPS
1;12;16
2;12;12
3;12;8
4;12;9
5;12;7
6;12;4
7;12;6
8;12;4
9;12;4

"AbLom · Day 4 · Week 3 · Breno · Deload";"2024-05-02 16:52 h";"25 min"
"1. Double Crunch Machine · Machine · 10 reps"
#;KG;REPS
1;12;15
2;12;15
3;12;11
"2. Plank · Bodyweight"
#;MINS
1;1:10
2;1
3;0:50
"3. Skydiver · Bodyweight · 10 reps"
#;REPS
1;20
2;20
3;20
"4. Chair Crunches · Bodyweight · 10 reps"
#;REPS
1;20
2;10
3;15

"CosBi · Day 2 · Week 3 · Breno · Deload";"2024-04-27 10:29 h";"1:11 hr"
"1. Lat Pulldowns with Wide Overhand Grip · Cable · 16 reps"
#;KG;REPS
1;50;16
2;50;10
3;50;7
4;50;9
5;50;6
6;50;6
7;50;10
8;50;7
9;50;6
"2. One-Arm Rows · Dumbbells · 15 reps"
#;KG;REPS
1;16;15
2;16;14
3;16;13
"3. Rows with Wide Neutral Grip · Cable · 15 reps"
#;KG;REPS
1;43;15
2;43;15
3;43;14
"4. Pullovers · Cable · 16 reps"
#;KG;REPS
1;45;11
2;35;7
3;30;8
4;45;9
5;35;8
6;30;7
7;45;5
8;35;3
9;30;6
"5. Curls · Barbell · 10 reps"
#;KG;REPS
1;18;16
2;18;9
3;18;6
4;18;9
5;18;5
6;18;4
7;18;5
8;18;4
9;18;5
"6. Seated Curls · Dumbbells · 12 reps"
#;KG;REPS
1;10;6
2;8;10
3;8;7

"PerGlu · Day 3 · Week 3 · Breno · Deload";"2024-04-26 7:54 h";"56 min"
"1. Seated Calf Raises · Machine · 16 reps"
#;KG;REPS
1;43;16
2;43;16
3;43;14
"2. Leg Extensions · Machine · 10 reps"
#;KG;REPS
1;55;16
2;55;9
3;55;7
4;55;10
5;55;6
6;55;6
7;55;8
8;55;6
9;55;5
"3. Hip Abduction · Cable · 15 reps"
#;KG;REPS
1;15;12
2;15;10
"4. Seated Leg Curls · Machine · 10 reps"
#;KG;REPS
1;50;16
2;50;11
3;50;9
4;50;11
5;50;7
6;50;6
7;50;10
8;50;8
9;50;8
"5. Hip Thrusts · Barbell · 12 reps"
#;KG;REPS
1;16;12
2;16;10
3;16;10

"PeiTriOm · Day 1 · Week 3 · Breno · Deload";"2024-04-24 12:09 h";"40 min"
"1. Flys · Cable · 15 reps"
#;KG;REPS
1;17;15
2;17;14
3;17;13
"2. Chest Press · Machine · 20 reps"
#;KG;REPS
1;26;15
2;26;10
3;26;7
4;26;9
5;26;6
6;26;5
7;26;8
8;26;5
9;26;5
"3. Triceps Pushdowns with Rope · Cable · 10 reps"
#;KG;REPS
1;35;11
2;25;7
3;20;6
4;35;9
5;25;8
6;20;6
7;35;7
8;25;6
9;20;6
"4. Seated Lateral Raises · Dumbbells · 12 reps"
#;KG;REPS
1;8;12
2;8;11
3;8;10

"AbLom · Day 4 · Week 2 · Breno · Deload";"2024-04-23 12:34 h";"42 min"
"1. Double Crunch Machine · Machine · 10 reps"
#;KG;REPS
1;10;15
2;10;15
3;10;15
"2. Back Extensions on Roman Chair · Bodyweight · 10 reps"
#;KG;REPS
1;+10;12
2;+10;8
3;+10;10
"3. Plank · Bodyweight"
#;MINS
1;1:10
2;0:50
3;0:45
"4. Side Plank · Bodyweight";"Fazendo 5s a mais com o lado direito q é mais fraco"
#;SECS
1;30
2;25
3;30
"5. Skydiver · Bodyweight · 10 reps"
#;REPS
1;20
2;20
3;1
"6. Chair Crunches · Bodyweight · 10 reps"
#;REPS
1;15
2;18
3;15

"CosBi · Day 2 · Week 2 · Breno · Deload";"2024-04-22 15:19 h";"1:01 hr"
"1. Lat Pulldowns with Wide Overhand Grip · Cable · 16 reps"
#;KG;REPS
1;50;16
2;50;10
3;50;7
4;50;9
5;50;5
6;50;4
7;50;6
8;50;5
9;50;6
"2. One-Arm Rows · Dumbbells · 15 reps";"Faltando fôlego mais do que falhando o músculo. Preferi pegar leve"
#;KG;REPS
1;18;15
2;16;13
3;16;8
"3. Rows with Wide Neutral Grip · Cable · 15 reps"
#;KG;REPS
1;43;15
2;43;8
3;43;10
"4. Pullovers · Cable · 16 reps"
#;KG;REPS
1;45;12
2;35;8
3;30;10
4;45;7
5;35;6
6;30;5
7;45;6
8;35;6
9;30;6
"5. Curls · Barbell · 10 reps"
#;KG;REPS
1;16;16
2;16;12
3;16;8
4;16;10

"PeiTriOm · Day 1 · Week 2 · Breno · Deload";"2024-04-16 16:21 h";"54 min"
"1. Incline Bench Press · Barbell · 15 reps"
#;KG;REPS
1;28;15
2;28;15
3;28;13
"2. Seated Lateral Raises · Dumbbells · 12 reps"
#;KG;REPS
1;8;12
2;8;12
3;8;11
"3. Butterfly with Wide Grip · Machine · 15 reps"
#;KG;REPS
1;45;15
2;45;15
3;45;15
"4. Chest Press · Machine · 20 reps";"Sentindo muito o peito, limitou as reps"
#;KG;REPS
1;26;15
2;26;6
3;26;3
4;26;6
5;26;5
6;26;4
7;26;8
8;26;4
9;26;3
"5. Skull Crushers · Cable · 20 reps"
#;KG;REPS
1;35;15
2;35;7
3;35;7
4;35;7
5;35;5
6;35;4
7;35;7
8;35;5
9;35;4
"6. Front Raises · Dumbbells · 12 reps"
#;KG;REPS
1;10;12
2;10;15
3;10;15

"AbLom · Day 4 · Week 1 · Breno · Deload";"2024-04-14 9:19 h";"38 min"
"1. Leg Raises · Bodyweight · 10 reps"
#;KG;REPS
1;+0;12
2;+0;12
3;+0;8
"2. Chair Crunches · Bodyweight · 10 reps"
#;REPS
1;10
2;12
3;15
"3. Dragon Flag · Bodyweight · 10 reps"
#;REPS
1;8
2;8
3;6
"4. Decline Crunches · Bodyweight · 10 reps";"Sentindo muito a perna direita. Desisti"
#;KG;REPS
1;+0;5
"5. Plank · Bodyweight";"Pesou o ombro, principalmente o direito"
#;MINS
1;1:20
2;1
3;0:36
"6. Side Plank · Bodyweight"
#;SECS
1;30
2;30
3;25
"7. Skydiver · Bodyweight · 10 reps"
#;REPS
1;15
2;15
3;20

"CosBi · Day 2 · Week 1 · Breno · Deload";"2024-04-11 10:40 h";"1:05 hr"
"1. Lat Pulldowns with Wide Overhand Grip · Cable · 10 reps"
#;KG;REPS
1;50;16
2;50;10
3;50;6
4;50;9
5;50;7
6;50;5
7;50;7
8;50;4
9;50;4
"2. Incline Rows · Dumbbells · 15 reps"
#;KG;REPS
1;20;10
2;16;14
3;16;11
"3. Rows with Wide Neutral Grip · Cable · 15 reps"
#;KG;REPS
1;40;15
2;40;15
3;40;15
"4. Pullovers · Cable · 10 reps · 2 dropsets"
#;KG;REPS
1;45;12
2;40;8
3;40;9
"5. Curls · Cable · 10 reps"
#;KG;REPS
1;30;16
2;30;9
3;30;6
4;30;10
5;30;5
6;30;5
7;30;7
8;30;5
9;30;3

"PerGlu · Day 3 · Week 1 · Breno · Deload";"2024-04-10 15:34 h";"1:11 hr"
"1. Hip Abduction · Cable · 15 reps"
#;KG;REPS
1;13;15
2;13;15
3;13;15
"2. Leg Extensions · Machine · 10 reps"
#;KG;REPS
1;55;16
2;55;8
3;55;7
4;55;10
5;55;6
6;55;5
7;55;8
8;55;5
9;55;4
"3. Seated Leg Curls · Machine · 10 reps"
#;KG;REPS
1;50;16
2;50;11
3;50;9
4;50;11
5;50;6
6;50;3
7;50;10
8;50;5
9;50;4
"4. Seated Calf Raises · Machine · 16 reps"
#;KG;REPS
1;40;16
2;43;14
3;40;11
"5. Hip Thrusts · Barbell · 12 reps"
#;KG;REPS
1;10;12
2;10;12
3;10;12

"PeiTriOm · Day 1 · Week 1 · Breno · Deload";"2024-04-08 12:27 h";"1:08 hr"
"1. Incline Bench Press · Barbell · 15 reps"
#;KG;REPS
1;26;15
2;26;15
3;26;15
"2. Flys · Cable · 15 reps"
#;KG;REPS
1;15;18
2;15;14
3;15;13
"3. Chest Press · Machine · 20 reps"
#;KG;REPS
1;30;13
2;26;10
3;26;6
4;26;11
5;26;5
6;26;5
7;26;7
8;26;4
9;26;4
"4. Skull Crushers · Cable · 20 reps"
#;KG;REPS
1;35;16
2;35;13
3;35;8
4;35;13
5;35;8
6;35;5
7;35;6
8;35;4
9;35;3
"5. Seated Lateral Raises · Dumbbells · 12 reps"
#;KG;REPS
1;7;12
2;7;12
3;7;8

"Escada de Burpee · Standalone workout · Deload";"2024-04-06 17:34 h";"22 min"
"1. Burpees · Bodyweight"
#;REPS;MINS
1;1;0:06
2;2;0:12
3;3;0:18
4;4;0:24
5;5;0:30
6;6;0:36
7;7;0:42
8;8;0:48
9;9;0:52
10;10;1
11;11;0:52
12;10;0:48
13;9;0:42
14;8;0:36
15;7;0:30
16;6;0:24
17;5;0:18
18;4;0:12
19;3;0:06
20;2;0:12
21;1;0:06

"Costas Bíceps · Day 2 · Week 2 · Mais novo · Deload";"2024-04-06 9:04 h";"58 min"
"1. Lat Pulldowns with Close Neutral Grip · Cable · 12 reps"
#;KG;REPS
1;65;8
2;65;8
3;65;7
"2. Rows with Reverse Grip · Cable · 12 reps"
#;KG;REPS
1;53;8
2;53;8
3;53;8
"3. One-Arm Rows · Dumbbells · 12 reps"
#;KG;REPS
1;24;8
2;24;8
3;24;8
"4. Pullovers · Cable · 12 reps"
#;KG;REPS
1;50;8
2;50;8
3;50;8
"5. Curls · Barbell · 12 reps"
#;KG;REPS
1;24;8
2;24;8
3;24;7
"6. Incline Reverse Flys · Dumbbells · 12 reps"
#;KG;REPS
1;8;10
2;8;10
3;9;9
"7. Seated Curls · Dumbbells · 12 reps"
#;KG;REPS
1;12;8
2;12;8
3;12;8

